id_depto_indec_residencia;departamento_residencia;id_prov_indec_residencia;provincia_residencia;anio_min;evento;id_grupo_etario;grupo_etario;sepi_min;cantidad
084;Capital;90;Tucumán;2024;Dengue;10;De 35 a 44 años;1;1
168;Salavina;86;Santiago del Estero;2024;Dengue;9;De 25 a 34 años;16;1
021;Escalante;26;Chubut;2024;Dengue;6;De 10 a 14 años;13;1
371;General San Martín;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;8;29
035;Ledesma;38;Jujuy;2024;Dengue;11;De 45 a 65 años;15;31
840;Tres de Febrero;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;7;12
274;Florencio Varela;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;13;32
028;Capital;66;Salta;2024;Dengue;6;De 10 a 14 años;7;11
105;Tafí Viejo;90;Tucumán;2024;Dengue;8;De 20 a 24 años;13;100
999;desconocido;02;CABA;2024;Dengue;5;De 5 a 9 años;12;5
014;Capital;46;La Rioja;2024;Dengue;6;De 10 a 14 años;14;195
014;Capital;14;Córdoba;2024;Dengue;4;De 2 a 4 años;14;333
175;Tulumba;14;Córdoba;2024;Dengue;10;De 35 a 44 años;14;9
007;Río Grande;94;Tierra del Fuego;2024;Dengue;7;De 15 a 19 años;4;1
778;San Vicente;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;12;2
035;General Pedernera;74;San Luis;2024;Dengue;5;De 5 a 9 años;15;17
077;Río Chico;90;Tucumán;2024;Dengue;7;De 15 a 19 años;9;9
077;9 de Julio;82;Santa Fe;2024;Dengue;12;Mayores de 65 años;10;10
008;COMUNA 8;02;CABA;2024;Dengue;11;De 45 a 65 años;16;12
126;1º de Mayo;22;Chaco;2024;Dengue;12;Mayores de 65 años;8;3
056;Gualeguaychú;30;Entre Ríos;2024;Dengue;9;De 25 a 34 años;20;1
084;Montecarlo;54;Misiones;2024;Dengue;9;De 25 a 34 años;15;5
408;Hurlingham;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;11;13
408;Hurlingham;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;15;6
119;Río Segundo;14;Córdoba;2024;Dengue;9;De 25 a 34 años;8;11
001;COMUNA 1;02;CABA;2024;Dengue;4;De 2 a 4 años;10;9
560;Moreno;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;18;14
112;San Pedro;54;Misiones;2024;Dengue;11;De 45 a 65 años;9;4
434;Lanús;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;9;44
140;San Justo;14;Córdoba;2024;Dengue;10;De 35 a 44 años;18;31
161;Tercero Arriba;14;Córdoba;2024;Dengue;10;De 35 a 44 años;16;4
749;San Fernando;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;11;17
126;Sanagasta;46;La Rioja;2024;Dengue;5;De 5 a 9 años;16;1
042;Palpalá;38;Jujuy;2024;Dengue;7;De 15 a 19 años;13;2
274;Florencio Varela;06;Buenos Aires;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);8;2
049;Ischilín;14;Córdoba;2024;Dengue;7;De 15 a 19 años;20;2
098;Berisso;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;13;1
763;San Nicolás;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;5;1
084;Montecarlo;54;Misiones;2024;Dengue;6;De 10 a 14 años;16;1
042;General López;82;Santa Fe;2024;Dengue;4;De 2 a 4 años;14;1
014;Capital;14;Córdoba;2024;Dengue;7;De 15 a 19 años;21;9
070;Las Colonias;82;Santa Fe;2024;Dengue;12;Mayores de 65 años;14;22
539;Merlo;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;11;44
028;Federación;30;Entre Ríos;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);14;4
028;Chacabuco;22;Chaco;2024;Dengue;4;De 2 a 4 años;18;1
028;Capital;70;San Juan;2024;Dengue;9;De 25 a 34 años;16;14
049;General Obligado;82;Santa Fe;2024;Dengue;6;De 10 a 14 años;14;11
098;Uruguay;30;Entre Ríos;2024;Dengue;6;De 10 a 14 años;16;23
175;Tulumba;14;Córdoba;2024;Dengue;10;De 35 a 44 años;13;9
063;La Capital;82;Santa Fe;2024;Dengue;11;De 45 a 65 años;11;85
035;Banda;86;Santiago del Estero;2024;Dengue;7;De 15 a 19 años;4;4
007;Belgrano;82;Santa Fe;2024;Dengue;5;De 5 a 9 años;15;3
049;Capital;10;Catamarca;2024;Dengue;6;De 10 a 14 años;17;22
084;Capital;90;Tucumán;2024;Dengue;9;De 25 a 34 años;18;139
274;Florencio Varela;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;14;71
133;Rivadavia;66;Salta;2024;Dengue;9;De 25 a 34 años;5;3
077;Libertad;22;Chaco;2024;Dengue;11;De 45 a 65 años;5;31
007;Calamuchita;14;Córdoba;2024;Dengue;7;De 15 a 19 años;14;8
013;COMUNA 13;02;CABA;2024;Dengue;11;De 45 a 65 años;17;10
014;Capital;14;Córdoba;2024;Dengue;12;Mayores de 65 años;17;93
427;La Matanza;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;10;150
126;1º de Mayo;22;Chaco;2024;Dengue;7;De 15 a 19 años;3;4
999;desconocido;02;CABA;2024;Dengue;11;De 45 a 65 años;6;3
021;Capital;18;Corrientes;2024;Dengue;12;Mayores de 65 años;16;16
004;COMUNA 4;02;CABA;2024;Dengue;7;De 15 a 19 años;10;17
749;San Fernando;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;14;14
004;COMUNA 4;02;CABA;2024;Dengue;9;De 25 a 34 años;10;23
002;COMUNA 2;02;CABA;2024;Dengue;10;De 35 a 44 años;14;1
007;Calamuchita;14;Córdoba;2024;Dengue;10;De 35 a 44 años;13;16
084;Rosario;82;Santa Fe;2024;Dengue;7;De 15 a 19 años;16;131
028;Federación;30;Entre Ríos;2024;Dengue;10;De 35 a 44 años;19;10
070;Las Colonias;82;Santa Fe;2024;Dengue;5;De 5 a 9 años;15;18
014;Capital;46;La Rioja;2024;Dengue;3;De 13 a 24 meses;16;5
077;Río Chico;90;Tucumán;2024;Dengue;11;De 45 a 65 años;19;23
006;COMUNA 6;02;CABA;2024;Dengue;11;De 45 a 65 años;17;9
098;La Viña;66;Salta;2024;Dengue;8;De 20 a 24 años;17;1
028;Capital;70;San Juan;2024;Dengue;9;De 25 a 34 años;17;9
119;Yerba Buena;90;Tucumán;2024;Dengue;5;De 5 a 9 años;11;37
133;San Javier;14;Córdoba;2024;Dengue;4;De 2 a 4 años;15;5
014;Capital;14;Córdoba;2024;Dengue;9;De 25 a 34 años;19;83
056;Gualeguaychú;30;Entre Ríos;2024;Dengue;7;De 15 a 19 años;12;37
861;Vicente López;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;14;60
063;Lules;90;Tucumán;2024;Dengue;5;De 5 a 9 años;13;13
371;General San Martín;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;17;8
490;Lomas de Zamora;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;11;118
028;Capital;54;Misiones;2024;Dengue;12;Mayores de 65 años;3;44
105;Tafí Viejo;90;Tucumán;2024;Dengue;11;De 45 a 65 años;14;163
515;Malvinas Argentinas;06;Buenos Aires;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);12;1
126;Orán;66;Salta;2024;Dengue;12;Mayores de 65 años;16;2
147;Santa María;14;Córdoba;2024;Dengue;4;De 2 a 4 años;17;1
084;Montecarlo;54;Misiones;2024;Dengue;9;De 25 a 34 años;1;3
126;Orán;66;Salta;2024;Dengue;7;De 15 a 19 años;8;1
007;Anta;66;Salta;2024;Dengue;7;De 15 a 19 años;20;2
805;Tigre;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;4;1
154;Rivadavia;86;Santiago del Estero;2024;Dengue;7;De 15 a 19 años;13;1
077;Libertador Grl. San Martín;54;Misiones;2024;Dengue;7;De 15 a 19 años;2;4
112;San Pedro;54;Misiones;2024;Dengue;11;De 45 a 65 años;6;1
140;San Justo;14;Córdoba;2024;Dengue;4;De 2 a 4 años;6;1
126;San Alberto;14;Córdoba;2024;Dengue;9;De 25 a 34 años;20;1
084;La Candelaria;66;Salta;2024;Dengue;5;De 5 a 9 años;14;1
077;Rawson;70;San Juan;2024;Dengue;10;De 35 a 44 años;10;2
112;O'Higgins;22;Chaco;2024;Dengue;8;De 20 a 24 años;6;1
147;San Lorenzo;22;Chaco;2024;Dengue;8;De 20 a 24 años;12;1
119;Presidencia de la Plaza;22;Chaco;2024;Dengue;9;De 25 a 34 años;7;1
714;Salto;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;2;1
112;Monte Caseros;18;Corrientes;2024;Dengue;8;De 20 a 24 años;1;1
070;Las Colonias;82;Santa Fe;2024;Dengue;9;De 25 a 34 años;2;1
427;La Matanza;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;3;2
014;COMUNA 14;02;CABA;2024;Dengue;7;De 15 a 19 años;6;1
063;Iguazú;54;Misiones;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);12;2
161;Tapenagá;22;Chaco;2024;Dengue;9;De 25 a 34 años;1;1
658;Quilmes;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;2;1
021;Candelaria;54;Misiones;2024;Dengue;10;De 35 a 44 años;2;1
999;desconocido;18;Corrientes;2024;Dengue;11;De 45 a 65 años;16;1
009;COMUNA 9;02;CABA;2024;Dengue;11;De 45 a 65 años;8;6
035;Avellaneda;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;12;108
028;Capital;66;Salta;2024;Dengue;10;De 35 a 44 años;7;27
658;Quilmes;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;13;115
001;COMUNA 1;02;CABA;2024;Dengue;8;De 20 a 24 años;15;60
063;Lules;90;Tucumán;2024;Dengue;9;De 25 a 34 años;16;27
084;Rosario;82;Santa Fe;2024;Dengue;4;De 2 a 4 años;17;18
014;Capital;14;Córdoba;2024;Dengue;9;De 25 a 34 años;6;59
091;San Cristóbal;82;Santa Fe;2024;Dengue;10;De 35 a 44 años;14;25
056;Pirané;34;Formosa;2024;Dengue;10;De 35 a 44 años;9;16
126;Orán;66;Salta;2024;Dengue;6;De 10 a 14 años;12;1
091;Berazategui;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;11;37
260;Esteban Echeverría;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;11;34
098;Mayor Luis J. Fontana;22;Chaco;2024;Dengue;9;De 25 a 34 años;3;12
084;Paraná;30;Entre Ríos;2024;Dengue;10;De 35 a 44 años;8;20
015;COMUNA 15;02;CABA;2024;Dengue;12;Mayores de 65 años;3;2
056;General Angel V. Peñaloza;46;La Rioja;2024;Dengue;11;De 45 a 65 años;11;1
021;Cafayate;66;Salta;2024;Dengue;7;De 15 a 19 años;19;3
063;General Güemes;22;Chaco;2024;Dengue;12;Mayores de 65 años;4;8
008;COMUNA 8;02;CABA;2024;Dengue;8;De 20 a 24 años;6;2
638;Pilar;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;14;16
568;Morón;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;3;4
042;Juan Bautista Alberdi;90;Tucumán;2024;Dengue;10;De 35 a 44 años;15;8
084;Paraná;30;Entre Ríos;2024;Dengue;7;De 15 a 19 años;12;42
010;COMUNA 10;02;CABA;2024;Dengue;11;De 45 a 65 años;11;23
112;Metán;66;Salta;2024;Dengue;7;De 15 a 19 años;10;51
056;La Capital;74;San Luis;2024;Dengue;9;De 25 a 34 años;11;12
049;General Obligado;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;5;2
410;Ituzaingó;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;12;18
015;COMUNA 15;02;CABA;2024;Dengue;9;De 25 a 34 años;17;3
091;Punilla;14;Córdoba;2024;Dengue;11;De 45 a 65 años;10;10
028;Capital;54;Misiones;2024;Dengue;10;De 35 a 44 años;3;73
113;Villaguay;30;Entre Ríos;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);12;4
007;Calamuchita;14;Córdoba;2024;Dengue;7;De 15 a 19 años;11;3
084;Capital;90;Tucumán;2024;Dengue;7;De 15 a 19 años;19;22
035;General Pedernera;74;San Luis;2024;Dengue;9;De 25 a 34 años;10;20
119;Río Segundo;14;Córdoba;2024;Dengue;6;De 10 a 14 años;18;10
007;Almirante Brown;22;Chaco;2024;Dengue;10;De 35 a 44 años;17;8
028;Capital;66;Salta;2024;Dengue;9;De 25 a 34 años;12;140
760;San Miguel;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;5;3
014;Cruz Alta;90;Tucumán;2024;Dengue;4;De 2 a 4 años;14;45
011;COMUNA 11;02;CABA;2024;Dengue;11;De 45 a 65 años;13;33
014;Cruz Alta;90;Tucumán;2024;Dengue;10;De 35 a 44 años;7;50
049;Ischilín;14;Córdoba;2024;Dengue;10;De 35 a 44 años;19;7
084;Rosario;82;Santa Fe;2024;Dengue;11;De 45 a 65 años;18;100
638;Pilar;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;14;41
760;San Miguel;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;15;24
357;General Pueyrredón;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;15;2
049;Capital;86;Santiago del Estero;2024;Dengue;11;De 45 a 65 años;10;144
434;Lanús;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;14;94
021;Laishi;34;Formosa;2024;Dengue;5;De 5 a 9 años;3;2
049;Ischilín;14;Córdoba;2024;Dengue;11;De 45 a 65 años;12;11
021;Comandante Fernández;22;Chaco;2024;Dengue;12;Mayores de 65 años;19;1
408;Hurlingham;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;14;3
056;Gualeguaychú;30;Entre Ríos;2024;Dengue;9;De 25 a 34 años;11;70
113;Villaguay;30;Entre Ríos;2024;Dengue;12;Mayores de 65 años;12;16
007;COMUNA 7;02;CABA;2024;Dengue;6;De 10 a 14 años;13;5
035;Patiño;34;Formosa;2024;Dengue;12;Mayores de 65 años;3;19
861;Vicente López;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;14;22
049;General Güemes;66;Salta;2024;Dengue;7;De 15 a 19 años;14;2
042;Juan Bautista Alberdi;90;Tucumán;2024;Dengue;8;De 20 a 24 años;15;3
063;Lules;90;Tucumán;2024;Dengue;6;De 10 a 14 años;12;13
408;Hurlingham;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;17;4
126;Orán;66;Salta;2024;Dengue;5;De 5 a 9 años;15;2
008;COMUNA 8;02;CABA;2024;Dengue;9;De 25 a 34 años;2;3
042;Eldorado;54;Misiones;2024;Dengue;4;De 2 a 4 años;6;7
077;9 de Julio;82;Santa Fe;2024;Dengue;9;De 25 a 34 años;14;19
070;Figueroa;86;Santiago del Estero;2024;Dengue;4;De 2 a 4 años;13;1
091;Punilla;14;Córdoba;2024;Dengue;9;De 25 a 34 años;9;9
014;Caseros;82;Santa Fe;2024;Dengue;11;De 45 a 65 años;15;8
147;Carlos Casares;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;13;2
028;Capital;66;Salta;2024;Dengue;11;De 45 a 65 años;5;5
007;COMUNA 7;02;CABA;2024;Dengue;8;De 20 a 24 años;4;1
490;Lomas de Zamora;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;18;7
260;Esteban Echeverría;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;10;11
035;Cerrillos;66;Salta;2024;Dengue;9;De 25 a 34 años;16;6
014;Bermejo;22;Chaco;2024;Dengue;6;De 10 a 14 años;21;2
084;Rosario;82;Santa Fe;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);15;11
011;COMUNA 11;02;CABA;2024;Dengue;5;De 5 a 9 años;8;2
763;San Nicolás;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;20;1
140;San Fernando;22;Chaco;2024;Dengue;5;De 5 a 9 años;12;24
560;Moreno;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;6;7
105;San Rafael;50;Mendoza;2024;Dengue;6;De 10 a 14 años;15;1
084;Ituzaingó;18;Corrientes;2024;Dengue;12;Mayores de 65 años;7;1
105;San Jerónimo;82;Santa Fe;2024;Dengue;9;De 25 a 34 años;19;5
035;Belén;10;Catamarca;2024;Dengue;10;De 35 a 44 años;14;3
270;Ezeiza;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;15;4
077;Río Chico;90;Tucumán;2024;Dengue;4;De 2 a 4 años;16;3
049;Capital;10;Catamarca;2024;Dengue;11;De 45 a 65 años;18;22
006;COMUNA 6;02;CABA;2024;Dengue;7;De 15 a 19 años;15;2
112;Rosario Vera Peñaloza;46;La Rioja;2024;Dengue;10;De 35 a 44 años;17;2
021;Chicligasta;90;Tucumán;2024;Dengue;12;Mayores de 65 años;9;2
063;General Güemes;22;Chaco;2024;Dengue;7;De 15 a 19 años;1;12
063;San Pedro;38;Jujuy;2024;Dengue;5;De 5 a 9 años;9;2
036;12 de Octubre;22;Chaco;2024;Dengue;6;De 10 a 14 años;9;1
007;Arauco;46;La Rioja;2024;Dengue;9;De 25 a 34 años;13;4
028;Cruz del Eje;14;Córdoba;2024;Dengue;8;De 20 a 24 años;11;6
084;Montecarlo;54;Misiones;2024;Dengue;5;De 5 a 9 años;7;7
014;Capital;14;Córdoba;2024;Dengue;10;De 35 a 44 años;5;8
042;Chicoana;66;Salta;2024;Dengue;10;De 35 a 44 años;15;6
056;Iriondo;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;16;4
007;Albardón;70;San Juan;2024;Dengue;7;De 15 a 19 años;15;4
105;San Rafael;50;Mendoza;2024;Dengue;10;De 35 a 44 años;16;2
658;Quilmes;06;Buenos Aires;2024;Dengue;6;De 10 a 14 años;6;3
014;COMUNA 14;02;CABA;2024;Dengue;7;De 15 a 19 años;13;4
098;La Viña;66;Salta;2024;Dengue;7;De 15 a 19 años;16;5
770;San Pedro;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;6;1
049;General Güemes;66;Salta;2024;Dengue;8;De 20 a 24 años;12;3
999;desconocido;99;desconocida;2024;Dengue;8;De 20 a 24 años;6;3
021;Colón;14;Córdoba;2024;Dengue;4;De 2 a 4 años;17;3
105;Río Primero;14;Córdoba;2024;Dengue;8;De 20 a 24 años;19;5
035;Federal;30;Entre Ríos;2024;Dengue;5;De 5 a 9 años;17;1
999;desconocido;99;desconocida;2024;Dengue;10;De 35 a 44 años;21;9
007;Belgrano;82;Santa Fe;2024;Dengue;7;De 15 a 19 años;13;6
056;General Angel V. Peñaloza;46;La Rioja;2024;Dengue;10;De 35 a 44 años;16;1
042;Capayán;10;Catamarca;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);1;1
408;Hurlingham;06;Buenos Aires;2024;Dengue;7;De 15 a 19 años;3;2
133;Quitilipi;22;Chaco;2024;Dengue;6;De 10 a 14 años;8;2
056;Pirané;34;Formosa;2024;Dengue;7;De 15 a 19 años;16;2
021;Chicligasta;90;Tucumán;2024;Dengue;6;De 10 a 14 años;17;8
999;desconocido;99;desconocida;2024;Dengue;10;De 35 a 44 años;3;4
371;General San Martín;06;Buenos Aires;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);13;3
147;Rosario de Lerma;66;Salta;2024;Dengue;6;De 10 a 14 años;16;1
119;25 de Mayo;54;Misiones;2024;Dengue;9;De 25 a 34 años;8;1
056;San Antonio;38;Jujuy;2024;Dengue;7;De 15 a 19 años;10;1
028;Coronel Felipe Varela;46;La Rioja;2024;Dengue;11;De 45 a 65 años;14;2
042;Juan Bautista Alberdi;90;Tucumán;2024;Dengue;5;De 5 a 9 años;15;1
014;COMUNA 14;02;CABA;2024;Dengue;11;De 45 a 65 años;18;1
035;Banda;86;Santiago del Estero;2024;Dengue;1;Neonato (hasta 28 dÍas);13;1
056;Lácar;58;Neuquén;2024;Dengue;10;De 35 a 44 años;13;1
007;Almirante Brown;22;Chaco;2024;Dengue;11;De 45 a 65 años;8;1
098;San Javier;82;Santa Fe;2024;Dengue;6;De 10 a 14 años;13;2
056;Bahía Blanca;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;5;1
007;Calamuchita;14;Córdoba;2024;Dengue;6;De 10 a 14 años;17;1
133;Quitilipi;22;Chaco;2024;Dengue;11;De 45 a 65 años;9;2
035;General Pedernera;74;San Luis;2024;Dengue;10;De 35 a 44 años;20;3
126;1º de Mayo;22;Chaco;2024;Dengue;9;De 25 a 34 años;10;2
056;Bahía Blanca;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;11;1
077;Libertad;22;Chaco;2024;Dengue;11;De 45 a 65 años;3;3
049;Pilcomayo;34;Formosa;2024;Dengue;10;De 35 a 44 años;7;5
036;12 de Octubre;22;Chaco;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);4;1
028;Constitución;82;Santa Fe;2024;Dengue;9;De 25 a 34 años;13;2
441;La Plata;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;1;5
035;Banda;86;Santiago del Estero;2024;Dengue;8;De 20 a 24 años;6;4
134;Cañuelas;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;13;1
168;25 de Mayo;22;Chaco;2024;Dengue;7;De 15 a 19 años;7;2
084;Capital;90;Tucumán;2024;Dengue;6;De 10 a 14 años;21;2
063;Lules;90;Tucumán;2024;Dengue;5;De 5 a 9 años;2;1
140;San Fernando;22;Chaco;2024;Dengue;3;De 13 a 24 meses;1;1
077;Libertador Grl. San Martín;54;Misiones;2024;Dengue;7;De 15 a 19 años;7;1
112;Metán;66;Salta;2024;Dengue;5;De 5 a 9 años;19;1
084;Libertador General San Martín;22;Chaco;2024;Dengue;9;De 25 a 34 años;10;3
056;Grl. José de San Martín;66;Salta;2024;Dengue;12;Mayores de 65 años;14;1
002;COMUNA 2;02;CABA;2024;Dengue;9;De 25 a 34 años;15;6
168;25 de Mayo;22;Chaco;2024;Dengue;8;De 20 a 24 años;1;1
077;Arrecifes;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;9;2
077;General Taboada;86;Santiago del Estero;2024;Dengue;6;De 10 a 14 años;14;1
168;25 de Mayo;22;Chaco;2024;Dengue;5;De 5 a 9 años;2;1
049;Gualeguay;30;Entre Ríos;2024;Dengue;10;De 35 a 44 años;13;3
112;O'Higgins;22;Chaco;2024;Dengue;10;De 35 a 44 años;9;2
210;Chacabuco;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;13;4
007;Bella Vista;18;Corrientes;2024;Dengue;7;De 15 a 19 años;17;3
007;Anta;66;Salta;2024;Dengue;5;De 5 a 9 años;17;13
049;Gualeguay;30;Entre Ríos;2024;Dengue;6;De 10 a 14 años;12;1
154;Sargento Cabral;22;Chaco;2024;Dengue;8;De 20 a 24 años;7;2
063;Iguazú;54;Misiones;2024;Dengue;8;De 20 a 24 años;7;4
014;Caseros;82;Santa Fe;2024;Dengue;9;De 25 a 34 años;16;3
112;Trancas;90;Tucumán;2024;Dengue;10;De 35 a 44 años;17;1
056;Grl. José de San Martín;66;Salta;2024;Dengue;5;De 5 a 9 años;16;4
077;Libertad;22;Chaco;2024;Dengue;7;De 15 a 19 años;13;6
063;General Güemes;22;Chaco;2024;Dengue;8;De 20 a 24 años;20;1
014;Bermejo;22;Chaco;2024;Dengue;12;Mayores de 65 años;2;2
763;San Nicolás;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;17;1
021;Calingasta;70;San Juan;2024;Dengue;9;De 25 a 34 años;10;2
532;Mercedes;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;12;1
007;Arauco;46;La Rioja;2024;Dengue;5;De 5 a 9 años;11;1
070;Monteros;90;Tucumán;2024;Dengue;11;De 45 a 65 años;6;4
749;San Fernando;06;Buenos Aires;2024;Dengue;5;De 5 a 9 años;21;1
028;Capital;70;San Juan;2024;Dengue;10;De 35 a 44 años;8;1
161;Robles;86;Santiago del Estero;2024;Dengue;11;De 45 a 65 años;19;3
112;Valle Viejo;10;Catamarca;2024;Dengue;11;De 45 a 65 años;18;1
408;Hurlingham;06;Buenos Aires;2024;Dengue;11;De 45 a 65 años;4;1
049;General Manuel Belgrano;54;Misiones;2024;Dengue;5;De 5 a 9 años;6;1
077;9 de Julio;82;Santa Fe;2024;Dengue;8;De 20 a 24 años;2;1
035;Patiño;34;Formosa;2024;Dengue;12;Mayores de 65 años;20;1
826;Trenque Lauquen;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;15;3
077;General Taboada;86;Santiago del Estero;2024;Dengue;7;De 15 a 19 años;11;1
126;San Martín;82;Santa Fe;2024;Dengue;9;De 25 a 34 años;3;1
270;Ezeiza;06;Buenos Aires;2024;Dengue;12;Mayores de 65 años;6;2
070;Pocito;70;San Juan;2024;Dengue;10;De 35 a 44 años;13;1
091;Punilla;14;Córdoba;2024;Dengue;2;Posneonato (29 hasta 365 dÍas);11;1
042;Chilecito;46;La Rioja;2024;Dengue;7;De 15 a 19 años;5;1
042;Pilagás;34;Formosa;2024;Dengue;11;De 45 a 65 años;15;1
007;Bella Vista;18;Corrientes;2024;Dengue;9;De 25 a 34 años;6;1
021;Candelaria;54;Misiones;2024;Dengue;9;De 25 a 34 años;1;2
126;Orán;66;Salta;2024;Dengue;10;De 35 a 44 años;14;3
147;Santa María;14;Córdoba;2024;Dengue;8;De 20 a 24 años;7;1
665;Ramallo;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;9;1
077;Libertad;22;Chaco;2024;Dengue;12;Mayores de 65 años;8;1
077;General Taboada;86;Santiago del Estero;2024;Dengue;11;De 45 a 65 años;16;1
049;La Cocha;90;Tucumán;2024;Dengue;8;De 20 a 24 años;9;1
021;Escalante;26;Chubut;2024;Dengue;5;De 5 a 9 años;9;2
112;Bragado;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;11;1
042;Capayán;10;Catamarca;2024;Dengue;12;Mayores de 65 años;16;4
140;San Luis del Palmar;18;Corrientes;2024;Dengue;11;De 45 a 65 años;4;2
049;Las Heras;50;Mendoza;2024;Dengue;7;De 15 a 19 años;17;2
008;COMUNA 8;02;CABA;2024;Dengue;7;De 15 a 19 años;4;1
063;Balcarce;06;Buenos Aires;2024;Dengue;8;De 20 a 24 años;13;1
098;Santa Lucía;70;San Juan;2024;Dengue;7;De 15 a 19 años;17;1
161;Robles;86;Santiago del Estero;2024;Dengue;10;De 35 a 44 años;8;6
007;Belgrano;82;Santa Fe;2024;Dengue;12;Mayores de 65 años;12;9
441;La Plata;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;7;15
070;Las Colonias;82;Santa Fe;2024;Dengue;3;De 13 a 24 meses;7;1
091;Berazategui;06;Buenos Aires;2024;Dengue;10;De 35 a 44 años;14;20
084;Paraná;30;Entre Ríos;2024;Dengue;9;De 25 a 34 años;5;19
168;Santo Tomé;18;Corrientes;2024;Dengue;8;De 20 a 24 años;8;2
002;COMUNA 2;02;CABA;2024;Dengue;11;De 45 a 65 años;11;8
840;Tres de Febrero;06;Buenos Aires;2024;Dengue;9;De 25 a 34 años;8;32
070;Las Colonias;82;Santa Fe;2024;Dengue;6;De 10 a 14 años;12;14
007;Calamuchita;14;Córdoba;2024;Dengue;11;De 45 a 65 años;6;2
140;San Justo;14;Córdoba;2024;Dengue;11;De 45 a 65 años;15;202
049;La Cocha;90;Tucumán;2024;Dengue;9;De 25 a 34 años;15;77
003;COMUNA 3;02;CABA;2024;Dengue;9;De 25 a 34 años;15;13
028;Capital;70;San Juan;2024;Dengue;11;De 45 a 65 años;17;9
084;Capital;90;Tucumán;2024;Dengue;10;De 35 a 44 años;9;80
182;Unión;14;Córdoba;2024;Dengue;11;De 45 a 65 años;9;11
